33.64410232366796, -117.841070504637
33.6439426385989, -117.84142642776683
33.643855698826535, -117.84158201093221
33.643811933193774, -117.84168360176615
33.64375633897913, -117.84180366366132
33.6437269456861, -117.84191823376781
33.64366888934624, -117.84209794177298
33.643639861161084, -117.84224546327103
33.64361139120103, -117.8424908853922
33.64359352769206, -117.84275709464147
33.643593527692346, -117.84300922228819
33.64359631886584, -117.84311181678119
33.643594644161766, -117.84314199163143
33.643655491724004, -117.8434330113067
33.64371131513741, -117.84364155305799
33.643795050189546, -117.8438863046357
33.64377886141941, -117.84395604206736
33.64383970885046, -117.84411697460553
33.643934050195845, -117.8443127758647
33.6440144356383, -117.84433356298373
33.644122174347274, -117.8444817550326
33.64432592852548, -117.84474327041129
33.64446436944803, -117.84488743914638
33.64458048101746, -117.8450135029705 
33.64464635193264, -117.8450550772086
33.644874108611496, -117.84518918766055
33.64502873719146, -117.84526294840872
33.645183923716544, -117.84533201529098
33.645393815836215, -117.84539705885936
33.64555179281461, -117.84543326868031
33.645694139310805, -117.84544265641179
33.64589286579185, -117.84543997420356
33.6460194511796, -117.84549321385833
33.64584464686457, -117.84554445320818
33.64590403018843, -117.84542891349778
33.64609639842455, -117.84545302613292
33.64621639401026, -117.8454426560005
33.64649790835004, -117.8453745302791
33.646624999479265, -117.84533102830822
33.646721979639274, -117.84524900470795
33.64684687945733, -117.84518259560613
33.646973826630294, -117.84511495670354
33.64714274798305, -117.84500919405137
33.647346476925044, -117.84481242634226
33.64738230860191, -117.84478291118009
33.64752358763187, -117.84466731014413
33.64769788219935, -117.84453507042636
33.64793846502535, -117.84408004509899
33.6478985385603, -117.84394230770219
33.64806950560651, -117.84374431016106
33.64814014458404, -117.8436299389301
33.64824149605922, -117.84308636813364
33.64824763857221, -117.8426891433009
33.648254804833066, -117.84242227707053
33.64814526335137, -117.84186886788122
33.64793740669249, -117.84132994396671
33.647654849765594, -117.84083187567958
33.64749207198239, -117.84057238824715
33.64720458256765, -117.84022274040086
33.647011023535555, -117.84003772016065
33.64690716459953, -117.83995564097248
33.64679510613327, -117.83987520336568
33.646668015260786, -117.83979640735053
33.64648724836697, -117.83970723999924
33.64643395202562, -117.83968836178619
33.64609022710349, -117.83963671492589
33.64591159698689, -117.83964811431491
33.6456612675013, -117.83968524970363
33.645404525228265, -117.83977452514961
33.64525195781065, -117.8398360999855
33.64522627950493, -117.83979385519517
33.644976752957675, -117.83995612883827
33.64475234591322, -117.8400956037074
33.64482759088378, -117.84018452761975
33.644817542802606, -117.84023481904235
33.64477455933051, -117.84043531416437
33.64471092142256, -117.8405808240063
33.64465398220148, -117.84070018230679
33.64465509865699, -117.84081551729267
